,dcterms:identifier{Literal},dcterms:creator{URIRef}[0],dcterms:creator{URIRef}[1],dcterms:creator{URIRef}[2],dcterms:creator{URIRef}[3],dcterms:creator{URIRef}[4],dcterms:creator{URIRef}[5],dcterms:creator{URIRef}[6],dcterms:creator{URIRef}[7],dcterms:creator{URIRef}[8],dcterms:creator{URIRef}[9],dcterms:creator{URIRef}[10],dcterms:creator{URIRef}[11],dcterms:creator{URIRef}[12],dcterms:creator{URIRef}[13],dcterms:creator{URIRef}[14],dcterms:creator{URIRef}[15],dcterms:creator{URIRef}[16],dcterms:creator{URIRef}[17],dcterms:creator{URIRef}[18],dcterms:creator{URIRef}[19],dcterms:creator{URIRef}[20],dcterms:creator{URIRef}[21],dcterms:creator{URIRef}[22],dcterms:creator{URIRef}[23],dcterms:creator{URIRef}[24],dcterms:creator{URIRef}[25],dcterms:creator{URIRef}[26],dcterms:creator{URIRef}[27],dcterms:creator{URIRef}[28],dcterms:creator{URIRef}[29],dcterms:creator{URIRef}[30],dcterms:creator{URIRef}[31],dcterms:creator{URIRef}[32],dcterms:creator{URIRef}[33],dcterms:creator{URIRef}[34],dcterms:creator{URIRef}[35],dcterms:creator{URIRef}[36],dcterms:creator{URIRef}[37],dcterms:creator{URIRef}[38],cito:cites{URIRef}[0],cito:cites{URIRef}[1],cito:cites{URIRef}[2],cito:cites{URIRef}[3],cito:cites{URIRef}[4],cito:cites{URIRef}[5],cito:cites{URIRef}[6],cito:cites{URIRef}[7],cito:cites{URIRef}[8],cito:cites{URIRef}[9],cito:cites{URIRef}[10],cito:cites{URIRef}[11],cito:cites{URIRef}[12],cito:cites{URIRef}[13],cito:cites{URIRef}[14],cito:cites{URIRef}[15],cito:cites{URIRef}[16],cito:cites{URIRef}[17],cito:cites{URIRef}[18],cito:cites{URIRef}[19],cito:cites{URIRef}[20],cito:cites{URIRef}[21],cito:cites{URIRef}[22],cito:cites{URIRef}[23],cito:cites{URIRef}[24],cito:cites{URIRef}[25],cito:cites{URIRef}[26],cito:cites{URIRef},cito:cites{URIRef}[27],cito:cites{URIRef}[28],cito:cites{URIRef}[29],cito:cites{URIRef}[30],cito:cites{URIRef}[31],cito:cites{URIRef}[32],cito:cites{URIRef}[33],cito:cites{URIRef}[34],cito:cites{URIRef}[35],cito:cites{URIRef}[36],cito:cites{URIRef}[37],cito:cites{URIRef}[38],cito:cites{URIRef}[39],cito:cites{URIRef}[40],cito:cites{URIRef}[41],cito:cites{URIRef}[42],cito:cites{URIRef}[43],cito:cites{URIRef}[44],cito:cites{URIRef}[45],cito:cites{URIRef}[46],cito:cites{URIRef}[47],cito:cites{URIRef}[48],cito:cites{URIRef}[49],cito:cites{URIRef}[50],cito:cites{URIRef}[51],cito:cites{URIRef}[52],cito:cites{URIRef}[53],cito:cites{URIRef}[54],cito:cites{URIRef}[55],cito:cites{URIRef}[56],cito:cites{URIRef}[57],cito:cites{URIRef}[58],cito:cites{URIRef}[59],cito:cites{URIRef}[60],cito:cites{URIRef}[61],cito:cites{URIRef}[62],cito:cites{URIRef}[63],cito:cites{URIRef}[64],cito:cites{URIRef}[65],cito:cites{URIRef}[66],cito:cites{URIRef}[67],cito:cites{URIRef}[68],cito:cites{URIRef}[69],cito:cites{URIRef}[70],cito:cites{URIRef}[71],cito:cites{URIRef}[72],cito:cites{URIRef}[73],cito:cites{URIRef}[74],cito:cites{URIRef}[75],cito:cites{URIRef}[76],cito:cites{URIRef}[77],cito:cites{URIRef}[78],cito:cites{URIRef}[79],cito:cites{URIRef}[80],cito:cites{URIRef}[81],cito:cites{URIRef}[82],cito:cites{URIRef}[83],cito:cites{URIRef}[84],cito:cites{URIRef}[85],cito:cites{URIRef}[86],cito:cites{URIRef}[87],cito:cites{URIRef}[88],cito:cites{URIRef}[89],cito:cites{URIRef}[90],cito:cites{URIRef}[91],cito:cites{URIRef}[92],cito:cites{URIRef}[93],cito:cites{URIRef}[94],cito:cites{URIRef}[95],cito:cites{URIRef}[96],cito:cites{URIRef}[97],titre,domaine,train
http://data.persee.fr/doc/rscir_0035-2217_1949_num_23_3_1895_t1_0356_0000_3#Web,https://www.persee.fr/doc/rscir_0035-2217_1949_num_23_3_1895_t1_0356_0000_3,http://data.persee.fr/authority/280320#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Mugler, Platon et la recherche mathématique de son époque, 1948",Religion theologie,True
http://data.persee.fr/doc/tiers_0040-7356_1981_num_22_85_4021_t1_0229_0000_3#Web,https://www.persee.fr/doc/tiers_0040-7356_1981_num_22_85_4021_t1_0229_0000_3,http://data.persee.fr/authority/230194#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seyyed Hossein Nasr, Sciences et savoir en Islam",Science politique,True
http://data.persee.fr/doc/slave_0080-2557_1963_num_42_1_1810#Web,https://www.persee.fr/doc/slave_0080-2557_1963_num_42_1_1810,http://data.persee.fr/authority/204749#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le style nominal en russe dans la langue administrative du XVIIIe siècle,Etudes g. a. cultur.,True
http://data.persee.fr/doc/thlou_0080-2654_1991_num_22_1_2485_t1_0102_0000_2#Web,https://www.persee.fr/doc/thlou_0080-2654_1991_num_22_1_2485_t1_0102_0000_2,http://data.persee.fr/authority/276335#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Société Ernest Renan. Histoire des religions, Ritualisme et vie intérieure. Religion et culture. Colloques 1985 et 1987. Édités par A. Caquot et P. Canivet (coll. Le Point Théologique, 52). 1989",Religion theologie,True
http://data.persee.fr/doc/thlou_0080-2654_1994_num_25_1_2678_t1_0091_0000_3#Web,https://www.persee.fr/doc/thlou_0080-2654_1994_num_25_1_2678_t1_0091_0000_3,http://data.persee.fr/authority/276335#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jean-Pierre Torrell, Initiation à saint Thomas d'Aquin, 1993",Religion theologie,True
http://data.persee.fr/doc/rscir_0035-2217_1935_num_15_4_1677_t1_0636_0000_1#Web,https://www.persee.fr/doc/rscir_0035-2217_1935_num_15_4_1677_t1_0636_0000_1,http://data.persee.fr/authority/280315#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abraham Heschel, Maimonides. Eine Biographie, Collection Judentum in Geschichte und Gegentvart, t. I, 1935",Religion theologie,True
http://data.persee.fr/doc/rural_0014-2182_1981_num_83_1_2672_t1_0151_0000_3#Web,https://www.persee.fr/doc/rural_0014-2182_1981_num_83_1_2672_t1_0151_0000_3,http://data.persee.fr/authority/29828#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Équipe écologie et anthropologie des sociétés pastorales, ed., Pastoral Production and Society. Production pastorale et société. Actes du colloque international sur le pastoralisme nomade, 1-3 décembre 1976. ",Pluri. Par essence,True
http://data.persee.fr/doc/rscir_0035-2217_1961_num_35_1_2275_t1_0075_0000_2#Web,https://www.persee.fr/doc/rscir_0035-2217_1961_num_35_1_2275_t1_0075_0000_2,http://data.persee.fr/authority/280325#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jean-Félix Noubel, Droit administratif de l'Église catholique. Etude de droit public comparé, 1958",Religion theologie,True
http://data.persee.fr/doc/xxs_0294-1759_2000_num_66_1_4582_t1_0186_0000_3#Web,https://www.persee.fr/doc/xxs_0294-1759_2000_num_66_1_4582_t1_0186_0000_3,http://data.persee.fr/authority/52079#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Papy Michel (textes rassemblés par), Les Espagnols et la Guerre civile",Histoire,True
http://data.persee.fr/doc/sracf_1159-7151_2003_act_24_1_1136#Web,https://www.persee.fr/doc/sracf_1159-7151_2003_act_24_1_1136,http://data.persee.fr/authority/282963#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.persee.fr/doc/bspf_0249-7638_1987_num_84_1_9805#Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L'utilisation du corail sur le casque de la grotte des Perrats à Agris (Charente),Etudes regionales,True
http://data.persee.fr/doc/sotra_0038-0296_1998_num_40_2_1323#Web,https://www.persee.fr/doc/sotra_0038-0296_1998_num_40_2_1323,http://data.persee.fr/authority/224922#Person,http://data.persee.fr/authority/2608#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avant-propos ,Sociologie,True
http://data.persee.fr/doc/rural_0014-2182_1982_num_85_1_2751_t1_0095_0000_2#Web,https://www.persee.fr/doc/rural_0014-2182_1982_num_85_1_2751_t1_0095_0000_2,http://data.persee.fr/authority/214749#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ronald H. Hubscher, L'Agriculture et la Société rurale dans le Pas-de-Calais du milieu du XIXe siècle à 1914. ",Pluri. Par essence,True
http://data.persee.fr/doc/topoi_1161-9473_2014_num_19_2_2560#Web,https://www.persee.fr/doc/topoi_1161-9473_2014_num_19_2_2560,http://data.persee.fr/authority/193553#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D.W. Jones, Economic Theory and the Ancient Mediterranean (2014)",Histoire,True
http://data.persee.fr/doc/sotra_0038-0296_1986_num_28_1_2025#Web,https://www.persee.fr/doc/sotra_0038-0296_1986_num_28_1_2025,http://data.persee.fr/authority/69710#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avant-propos,Sociologie,True
http://data.persee.fr/doc/vita_0042-7306_2000_num_158_1_1082#Web,https://www.persee.fr/doc/vita_0042-7306_2000_num_158_1_1082,http://data.persee.fr/authority/248168#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Épicurisme et monarchie à Rome de Sylla à Auguste,Etudes classiques,True
http://data.persee.fr/doc/scrip_0036-9772_1995_num_49_2_1732#Web,https://www.persee.fr/doc/scrip_0036-9772_1995_num_49_2_1732,http://data.persee.fr/authority/260746#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corpus Christi College (Cambridge) 224 : the missing link,Litterature,True
http://data.persee.fr/doc/xxs_0294-1759_1987_num_13_1_1826#Web,https://www.persee.fr/doc/xxs_0294-1759_1987_num_13_1_1826,http://data.persee.fr/authority/84391#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preuves dans le Paris de guerre froide,Histoire,True
http://data.persee.fr/doc/syria_0039-7946_1967_num_44_3_8506_t1_0424_0000_2#Web,https://www.persee.fr/doc/syria_0039-7946_1967_num_44_3_8506_t1_0424_0000_2,http://data.persee.fr/authority/275874#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S. Levy et P. Artzi, Sumerian and Akkadian Documents from Public and Private Collections in Israel. Extrait de 'Atiqot, English Series, vol. IV, Jérusalem, 1965.",Histoire,True
http://data.persee.fr/doc/xxs_0294-1759_1985_num_7_1_1813_t1_0195_0000_2#Web,https://www.persee.fr/doc/xxs_0294-1759_1985_num_7_1_1813_t1_0195_0000_2,http://data.persee.fr/authority/275604#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grosser Alfred, L'Allemagne en Ocrident. La République fédérale 40 ans après",Histoire,True
http://data.persee.fr/doc/thlou_0080-2654_1984_num_15_1_2025_t1_0119_0000_2#Web,https://www.persee.fr/doc/thlou_0080-2654_1984_num_15_1_2025_t1_0119_0000_2,http://data.persee.fr/authority/285127#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Michèle Mat-Hasquin (ed.), Problèmes d'histoire du christianisme, t. 11. 1982",Religion theologie,True
http://data.persee.fr/doc/slave_0080-2557_1929_num_9_1_7430#Web,https://www.persee.fr/doc/slave_0080-2557_1929_num_9_1_7430,http://data.persee.fr/authority/205303#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les relations vieux-russes de la prise de Constantinople,Etudes g. a. cultur.,True
http://data.persee.fr/doc/thlou_0080-2654_1990_num_21_4_2470_t1_0508_0000_2#Web,https://www.persee.fr/doc/thlou_0080-2654_1990_num_21_4_2470_t1_0508_0000_2,http://data.persee.fr/authority/286099#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thaddeus D. Horgan (éd.), Apostolic Faith in America, 1988",Religion theologie,True
http://data.persee.fr/doc/tcfdi_1140-5082_2005_num_16_2002_1894#Web,https://www.persee.fr/doc/tcfdi_1140-5082_2005_num_16_2002_1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liste des membres,Droit,True
http://data.persee.fr/doc/sotra_0038-0296_1963_num_5_2_1142_t1_0185_0000_3#Web,https://www.persee.fr/doc/sotra_0038-0296_1963_num_5_2_1142_t1_0185_0000_3,http://data.persee.fr/authority/55333#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walter Buckingham, Automation, its impact on business and people, 1961",Sociologie,True
http://data.persee.fr/doc/thlou_0080-2654_2011_num_42_1_3914#Web,https://www.persee.fr/doc/thlou_0080-2654_2011_num_42_1_3914,http://data.persee.fr/authority/276749#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lorsque Dieu vient au récit. À propos d’un ouvrage récent,Religion theologie,True
http://data.persee.fr/doc/xvii_0291-3798_1990_num_30_1_1182#Web,https://www.persee.fr/doc/xvii_0291-3798_1990_num_30_1_1182,http://data.persee.fr/authority/181456#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Un talent original : St George Tucker (1752-1827), juriste, politicien, poète et dramaturge virginien",Etudes g. a. cultur.,True
http://data.persee.fr/doc/slave_0080-2557_1925_num_5_3_7343#Web,https://www.persee.fr/doc/slave_0080-2557_1925_num_5_3_7343,http://data.persee.fr/authority/218772#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Le prince Antioche Cantemir, poète français",Etudes g. a. cultur.,True
http://data.persee.fr/doc/slave_0080-2557_2002_num_74_1_6772#Web,https://www.persee.fr/doc/slave_0080-2557_2002_num_74_1_6772,http://data.persee.fr/authority/205305#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Lupanar du poète Arnošt Procházka et l'Âme de l'artiste Karel Hlaváček,Etudes g. a. cultur.,True
http://data.persee.fr/doc/tiers_0040-7356_1975_num_16_61_2539#Web,https://www.persee.fr/doc/tiers_0040-7356_1975_num_16_61_2539,http://data.persee.fr/authority/274853#Person,http://data.persee.fr/authority/54500#Person,http://data.persee.fr/authority/58041#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quelques réflexions sur le secteur tertiaire des pays d'économie dominée,Science politique,True
http://data.persee.fr/doc/rural_0014-2182_1996_num_141_1_3563_t1_0221_0000_2#Web,https://www.persee.fr/doc/rural_0014-2182_1996_num_141_1_3563_t1_0221_0000_2,http://data.persee.fr/authority/226714#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernadette Lizet et Georges Ravis-Giordani, Des bêtes et des hommes. Le rapport à l'animal : un jeu sur la distance.",Pluri. Par essence,True
http://data.persee.fr/doc/spira_0994-3722_2013_num_51_1_1070#Web,https://www.persee.fr/doc/spira_0994-3722_2013_num_51_1_1070,http://data.persee.fr/authority/613614#Person,http://data.persee.fr/authority/613616#Person,http://data.persee.fr/authority/613617#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Espaces, acteurs et modalités de l’hybridité politique. Le cas de la construction d’un modèle pour l’évaluation externe des écoles au Portugal dans la première décennie du siècle",Science education,True
http://data.persee.fr/doc/simon_0409-8846_1985_num_13_1_1067#Web,https://www.persee.fr/doc/simon_0409-8846_1985_num_13_1_1067,http://data.persee.fr/authority/237994#Person,http://data.persee.fr/authority/30151#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notes sur la population saint-simonienne,Litterature,True
http://data.persee.fr/doc/sorci_0339-0705_1977_num_7_1_3885#Web,https://femenrev.persee.fr/doc/sorci_0339-0705_1977_num_7_1_3885,http://data.persee.fr/authority/973236#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""La nuit transfigurée""",Sociologie,True
http://data.persee.fr/doc/rscir_0035-2217_1972_num_46_1_2637_t1_0089_0000_4#Web,https://www.persee.fr/doc/rscir_0035-2217_1972_num_46_1_2637_t1_0089_0000_4,http://data.persee.fr/authority/75862#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R. Coste, Théologie de la liberté religieuse. Liberté de conscience-liberté de religion (Recherches et Synthèses, Section de Morale, 3), 1969",Religion theologie,True
http://data.persee.fr/doc/slave_0080-2557_1995_num_67_2_6278_t1_0529_0000_1#Web,https://www.persee.fr/doc/slave_0080-2557_1995_num_67_2_6278_t1_0529_0000_1,http://data.persee.fr/authority/193868#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ettore Lo Gatto, Le mythe de Saint-Pétersbourg, traduit de l'italien par Christine Ginoux  Nikolaj P. Anciferov, Непостижимый город",Etudes g. a. cultur.,True
http://data.persee.fr/doc/rural_0014-2182_1965_num_16_1_1173#Web,https://www.persee.fr/doc/rural_0014-2182_1965_num_16_1_1173,http://data.persee.fr/authority/265274#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.persee.fr/doc/rural_0014-2182_1962_num_4_1_995#Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les résultats de la planification agricole en Bulgarie,Pluri. Par essence,True
http://data.persee.fr/doc/syria_0039-7946_1983_num_60_1_6795#Web,https://www.persee.fr/doc/syria_0039-7946_1983_num_60_1_6795,http://data.persee.fr/authority/179711#Person,http://data.persee.fr/authority/277514#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://data.persee.fr/doc/mom_0244-5689_2012_ant_47_1_2186#Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travaux d'ethnoarchéologie en Syrie et en Jordanie. Rapports préliminaires,Histoire,True
http://data.persee.fr/doc/tiers_0040-7356_1964_num_5_17_1378#Web,https://www.persee.fr/doc/tiers_0040-7356_1964_num_5_17_1378,http://data.persee.fr/authority/9241#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Éducation et aspirations professionnelles,Science politique,True
http://data.persee.fr/doc/thlou_0080-2654_1991_num_22_1_2485_t1_0110_0000_2#Web,https://www.persee.fr/doc/thlou_0080-2654_1991_num_22_1_2485_t1_0110_0000_2,http://data.persee.fr/authority/286099#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacques Galtier, Protestants en Révolution. Préface de Jean Baubérot (coll. Entrée libre, 5). 1989",Religion theologie,True
http://data.persee.fr/doc/thlou_0080-2654_1987_num_18_1_2224_t1_0084_0000_2#Web,https://www.persee.fr/doc/thlou_0080-2654_1987_num_18_1_2224_t1_0084_0000_2,http://data.persee.fr/authority/276658#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Übersetzung des Talmud Yerushalmi. 1/6. Terumot - Priesterhebe, übersetzt von Gerd A. Wewers. 1985",Religion theologie,True
http://data.persee.fr/doc/rvart_0035-1326_1993_num_100_1_348036#Web,https://www.persee.fr/doc/rvart_0035-1326_1993_num_100_1_348036,http://data.persee.fr/authority/32437#Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La gravure d'histoire en France au XVIIIe siècle (II),Arts (h. art archi.),True
